KEGGgene	Module	Organism
syf:Synpcc7942_1001	md:syf_M00526	Synechococcus
syf:Synpcc7942_1848	md:syf_M00526	Synechococcus
syf:Synpcc7942_1847	md:syf_M00526	Synechococcus
syf:Synpcc7942_2136	md:syf_M00526	Synechococcus
syf:Synpcc7942_0262	md:syf_M00526	Synechococcus
syf:Synpcc7942_1001	md:syf_M00527	Synechococcus
syf:Synpcc7942_1848	md:syf_M00527	Synechococcus
syf:Synpcc7942_1847	md:syf_M00527	Synechococcus
syf:Synpcc7942_2136	md:syf_M00527	Synechococcus
syf:Synpcc7942_0853	md:syf_M00527	Synechococcus
syf:Synpcc7942_1927	md:syf_M00527	Synechococcus
syf:Synpcc7942_0262	md:syf_M00527	Synechococcus
syf:Synpcc7942_1235	md:syf_M00531	Synechococcus
syf:Synpcc7942_1240	md:syf_M00531	Synechococcus
syf:Synpcc7942_1851	md:syf_M00531	Synechococcus
syf:Synpcc7942_1426	md:syf_M00532	Synechococcus
syf:Synpcc7942_1427	md:syf_M00532	Synechococcus
syf:Synpcc7942_B2620	md:syf_M00532	Synechococcus
syf:Synpcc7942_0282	md:syf_M00532	Synechococcus
syf:Synpcc7942_2160	md:syf_M00532	Synechococcus
syf:Synpcc7942_0996	md:syf_M00532	Synechococcus
syf:Synpcc7942_2047	md:syf_M00532	Synechococcus
syf:Synpcc7942_2308	md:syf_M00532	Synechococcus
syf:Synpcc7942_1198	md:syf_M00532	Synechococcus
syf:Synpcc7942_2046	md:syf_M00532	Synechococcus
syf:Synpcc7942_1898	md:syf_M00535	Synechococcus
syf:Synpcc7942_2548	md:syf_M00535	Synechococcus
syf:Synpcc7942_1505	md:syf_M00535	Synechococcus
syf:Synpcc7942_0221	md:syf_M00549	Synechococcus
syf:Synpcc7942_2111	md:syf_M00549	Synechococcus
syf:Synpcc7942_0156	md:syf_M00549	Synechococcus
syf:Synpcc7942_0245	md:syf_M00552	Synechococcus
syf:Synpcc7942_1116	md:syf_M00552	Synechococcus
syf:Synpcc7942_0603	md:syf_M00565	Synechococcus
syf:Synpcc7942_2518	md:syf_M00565	Synechococcus
syf:Synpcc7942_1085	md:syf_M00565	Synechococcus
syf:Synpcc7942_1889	md:syf_M00565	Synechococcus
syf:Synpcc7942_0086	md:syf_M00565	Synechococcus
syf:Synpcc7942_0139	md:syf_M00570	Synechococcus
syf:Synpcc7942_2434	md:syf_M00570	Synechococcus
syf:Synpcc7942_1552	md:syf_M00570	Synechococcus
syf:Synpcc7942_0626	md:syf_M00570	Synechococcus
syf:Synpcc7942_1029	md:syf_M00570	Synechococcus
syf:Synpcc7942_0029	md:syf_M00572	Synechococcus
syf:Synpcc7942_0537	md:syf_M00572	Synechococcus
syf:Synpcc7942_0684	md:syf_M00572	Synechococcus
syf:Synpcc7942_0930	md:syf_M00572	Synechococcus
syf:Synpcc7942_0126	md:syf_M00572	Synechococcus
syf:Synpcc7942_0028	md:syf_M00572	Synechococcus
syf:Synpcc7942_0027	md:syf_M00573	Synechococcus
syf:Synpcc7942_0030	md:syf_M00573	Synechococcus
syf:Synpcc7942_0419	md:syf_M00573	Synechococcus
syf:Synpcc7942_1905	md:syf_M00575	Synechococcus
syf:Synpcc7942_1904	md:syf_M00575	Synechococcus
syf:Synpcc7942_0027	md:syf_M00577	Synechococcus
syf:Synpcc7942_0031	md:syf_M00577	Synechococcus
syf:Synpcc7942_0030	md:syf_M00577	Synechococcus
syf:Synpcc7942_0419	md:syf_M00577	Synechococcus
syf:Synpcc7942_2079	md:syf_M00579	Synechococcus
syf:Synpcc7942_0584	md:syf_M00580	Synechococcus
syf:Synpcc7942_0295	md:syf_M00596	Synechococcus
syf:Synpcc7942_2463	md:syf_M00609	Synechococcus
syf:Synpcc7942_2107	md:syf_M00615	Synechococcus
syf:Synpcc7942_1239	md:syf_M00615	Synechococcus
syf:Synpcc7942_1238	md:syf_M00615	Synechococcus
syf:Synpcc7942_2106	md:syf_M00615	Synechococcus
syf:Synpcc7942_1237	md:syf_M00615	Synechococcus
syf:Synpcc7942_2105	md:syf_M00615	Synechococcus
syf:Synpcc7942_1236	md:syf_M00615	Synechococcus
syf:Synpcc7942_1686	md:syf_M00616	Synechococcus
syf:Synpcc7942_1681	md:syf_M00616	Synechococcus
syf:Synpcc7942_1722	md:syf_M00616	Synechococcus
syf:Synpcc7942_1682	md:syf_M00616	Synechococcus
syf:Synpcc7942_1687	md:syf_M00616	Synechococcus
syf:Synpcc7942_1685	md:syf_M00616	Synechococcus
syf:Synpcc7942_1688	md:syf_M00616	Synechococcus
syf:Synpcc7942_1680	md:syf_M00616	Synechococcus
syf:Synpcc7942_1603	md:syf_M00627	Synechococcus
syf:Synpcc7942_0017	md:syf_M00631	Synechococcus
syf:Synpcc7942_0320	md:syf_M00632	Synechococcus
syf:Synpcc7942_1672	md:syf_M00651	Synechococcus
syf:Synpcc7942_0432	md:syf_M00651	Synechococcus
syf:Synpcc7942_0612	md:syf_M00740	Synechococcus
syf:Synpcc7942_1719	md:syf_M00740	Synechococcus
syf:Synpcc7942_2101	md:syf_M00793	Synechococcus
syf:Synpcc7942_2100	md:syf_M00793	Synechococcus
syf:Synpcc7942_0058	md:syf_M00793	Synechococcus
syf:Synpcc7942_2098	md:syf_M00793	Synechococcus
syf:Synpcc7942_2099	md:syf_M00793	Synechococcus
syf:Synpcc7942_1432	md:syf_M00840	Synechococcus
syf:Synpcc7942_0040	md:syf_M00840	Synechococcus
syf:Synpcc7942_1597	md:syf_M00841	Synechococcus
syf:Synpcc7942_0944	md:syf_M00841	Synechococcus
syf:Synpcc7942_1597	md:syf_M00842	Synechococcus
syf:Synpcc7942_1953	md:syf_M00842	Synechococcus
syf:Synpcc7942_1184	md:syf_M00842	Synechococcus
syf:Synpcc7942_1597	md:syf_M00843	Synechococcus
syf:Synpcc7942_1953	md:syf_M00843	Synechococcus
syf:Synpcc7942_1184	md:syf_M00843	Synechococcus
syf:Synpcc7942_2514	md:syf_M00844	Synechococcus
syf:Synpcc7942_0009	md:syf_M00844	Synechococcus
syf:Synpcc7942_2475	md:syf_M00844	Synechococcus
syf:Synpcc7942_1433	md:syf_M00845	Synechococcus
syf:Synpcc7942_0943	md:syf_M00845	Synechococcus
syf:Synpcc7942_0009	md:syf_M00845	Synechococcus
syf:Synpcc7942_2475	md:syf_M00845	Synechococcus
syf:Synpcc7942_0504	md:syf_M00846	Synechococcus
syf:Synpcc7942_0645	md:syf_M00846	Synechococcus
syf:Synpcc7942_1792	md:syf_M00846	Synechococcus
syf:Synpcc7942_0967	md:syf_M00846	Synechococcus
syf:Synpcc7942_0272	md:syf_M00846	Synechococcus
syf:Synpcc7942_0271	md:syf_M00846	Synechococcus
syf:Synpcc7942_2610	md:syf_M00846	Synechococcus
syf:Synpcc7942_1933	md:syf_M00849	Synechococcus
syf:Synpcc7942_0603	md:syf_M00854	Synechococcus
syf:Synpcc7942_2518	md:syf_M00854	Synechococcus
syf:Synpcc7942_1085	md:syf_M00854	Synechococcus
syf:Synpcc7942_1889	md:syf_M00854	Synechococcus
syf:Synpcc7942_0244	md:syf_M00855	Synechococcus
syf:Synpcc7942_1019	md:syf_M00855	Synechococcus
syf:Synpcc7942_0156	md:syf_M00855	Synechococcus
syf:Synpcc7942_0931	md:syf_M00866	Synechococcus
syf:Synpcc7942_2371	md:syf_M00866	Synechococcus
syf:Synpcc7942_0929	md:syf_M00866	Synechococcus
syf:Synpcc7942_1449	md:syf_M00866	Synechococcus
syf:Synpcc7942_0932	md:syf_M00866	Synechococcus
syf:Synpcc7942_1792	md:syf_M00868	Synechococcus
syf:Synpcc7942_0967	md:syf_M00868	Synechococcus
syf:Synpcc7942_0272	md:syf_M00868	Synechococcus
syf:Synpcc7942_1086	md:syf_M00868	Synechococcus
syf:Synpcc7942_0674	md:syf_M00868	Synechococcus
syf:Synpcc7942_0137	md:syf_M00868	Synechococcus
syf:Synpcc7942_1456	md:syf_M00873	Synechococcus
syf:Synpcc7942_0537	md:syf_M00873	Synechococcus
syf:Synpcc7942_1456	md:syf_M00874	Synechococcus
syf:Synpcc7942_0537	md:syf_M00874	Synechococcus
syf:Synpcc7942_0684	md:syf_M00874	Synechococcus
syf:Synpcc7942_1282	md:syf_M00880	Synechococcus
syf:Synpcc7942_1283	md:syf_M00880	Synechococcus
syf:Synpcc7942_1286	md:syf_M00880	Synechococcus
syf:Synpcc7942_2353	md:syf_M00881	Synechococcus
syf:Synpcc7942_0542	md:syf_M00881	Synechococcus
syf:Synpcc7942_1507	md:syf_M00881	Synechococcus
syf:Synpcc7942_0542	md:syf_M00882	Synechococcus
syf:Synpcc7942_1507	md:syf_M00882	Synechococcus
syf:Synpcc7942_0542	md:syf_M00883	Synechococcus
syf:Synpcc7942_1507	md:syf_M00883	Synechococcus
syf:Synpcc7942_0542	md:syf_M00884	Synechococcus
syf:Synpcc7942_1507	md:syf_M00884	Synechococcus
syf:Synpcc7942_1058	md:syf_M00895	Synechococcus
syf:Synpcc7942_2406	md:syf_M00895	Synechococcus
syf:Synpcc7942_0576	md:syf_M00895	Synechococcus
syf:Synpcc7942_1096	md:syf_M00895	Synechococcus
syf:Synpcc7942_2379	md:syf_M00895	Synechococcus
syf:Synpcc7942_1057	md:syf_M00895	Synechococcus
syf:Synpcc7942_2567	md:syf_M00895	Synechococcus
syf:Synpcc7942_1096	md:syf_M00896	Synechococcus
syf:Synpcc7942_2379	md:syf_M00896	Synechococcus
syf:Synpcc7942_1057	md:syf_M00896	Synechococcus
syf:Synpcc7942_2567	md:syf_M00896	Synechococcus
syf:Synpcc7942_1096	md:syf_M00897	Synechococcus
syf:Synpcc7942_2379	md:syf_M00899	Synechococcus
syf:Synpcc7942_1057	md:syf_M00899	Synechococcus
syf:Synpcc7942_0221	md:syf_M00909	Synechococcus
syf:Synpcc7942_2111	md:syf_M00909	Synechococcus
syf:Synpcc7942_2029	md:syf_M00909	Synechococcus
syf:Synpcc7942_0534	md:syf_M00909	Synechococcus
syf:Synpcc7942_2132	md:syf_M00909	Synechococcus
syf:Synpcc7942_0288	md:syf_M00909	Synechococcus
syf:Synpcc7942_2244	md:syf_M00911	Synechococcus
syf:Synpcc7942_1624	md:syf_M00911	Synechococcus
syf:Synpcc7942_0951	md:syf_M00912	Synechococcus
syf:Synpcc7942_0106	md:syf_M00912	Synechococcus
syf:Synpcc7942_0105	md:syf_M00912	Synechococcus
syf:Synpcc7942_2381	md:syf_M00913	Synechococcus
syf:Synpcc7942_0489	md:syf_M00913	Synechococcus
syf:Synpcc7942_2381	md:syf_M00914	Synechococcus
syf:Synpcc7942_0292	md:syf_M00914	Synechococcus
syf:Synpcc7942_0271	md:syf_M00924	Synechococcus
syf:Synpcc7942_2610	md:syf_M00924	Synechococcus
syf:Synpcc7942_1853	md:syf_M00924	Synechococcus
syf:Synpcc7942_1854	md:syf_M00924	Synechococcus
syf:Synpcc7942_1229	md:syf_M00924	Synechococcus
syf:Synpcc7942_1854	md:syf_M00924	Synechococcus
syf:Synpcc7942_0190	md:syf_M00924	Synechococcus
syf:Synpcc7942_0021	md:syf_M00924	Synechococcus
syf:Synpcc7942_0706	md:syf_M00924	Synechococcus
syf:Synpcc7942_1850	md:syf_M00924	Synechococcus
syf:Synpcc7942_1852	md:syf_M00924	Synechococcus
syf:Synpcc7942_1855	md:syf_M00924	Synechococcus
syf:Synpcc7942_0271	md:syf_M00925	Synechococcus
syf:Synpcc7942_2610	md:syf_M00925	Synechococcus
syf:Synpcc7942_1853	md:syf_M00925	Synechococcus
syf:Synpcc7942_1854	md:syf_M00925	Synechococcus
syf:Synpcc7942_1229	md:syf_M00925	Synechococcus
syf:Synpcc7942_0021	md:syf_M00925	Synechococcus
syf:Synpcc7942_1850	md:syf_M00925	Synechococcus
syf:Synpcc7942_1852	md:syf_M00925	Synechococcus
syf:Synpcc7942_1855	md:syf_M00925	Synechococcus
syf:Synpcc7942_0097	md:syf_M00925	Synechococcus
syf:Synpcc7942_0504	md:syf_M00926	Synechococcus
syf:Synpcc7942_0645	md:syf_M00926	Synechococcus
syf:Synpcc7942_1792	md:syf_M00926	Synechococcus
syf:Synpcc7942_0967	md:syf_M00926	Synechococcus
syf:Synpcc7942_0272	md:syf_M00926	Synechococcus
syf:Synpcc7942_1086	md:syf_M00926	Synechococcus
syf:Synpcc7942_0137	md:syf_M00926	Synechococcus
syf:Synpcc7942_2188	md:syf_M00932	Synechococcus
syf:Synpcc7942_1435	md:syf_M00932	Synechococcus
syf:Synpcc7942_0774	md:syf_M00932	Synechococcus
syf:Synpcc7942_1020	md:syf_M00932	Synechococcus
syf:Synpcc7942_1021	md:syf_M00932	Synechococcus
syf:Synpcc7942_0597	md:syf_M00932	Synechococcus
syf:Synpcc7942_1744	md:syf_M00932	Synechococcus
syf:Synpcc7942_1366	md:syf_M00932	Synechococcus
syf:Synpcc7942_2508	md:syf_M00932	Synechococcus
syf:Synpcc7942_1099	md:syf_M00932	Synechococcus
syf:Synpcc7942_0093	md:syf_M00938	Synechococcus
syf:Synpcc7942_2497	md:syf_M00938	Synechococcus
syf:Synpcc7942_1044	md:syf_M00938	Synechococcus
syf:Synpcc7942_0093	md:syf_M00938	Synechococcus
syf:Synpcc7942_2497	md:syf_M00938	Synechococcus
syn:sll0593	md:syn_M00001	Synechocystis
syn:slr0329	md:syn_M00001	Synechocystis
syn:slr1349	md:syn_M00001	Synechocystis
syn:sll1196	md:syn_M00001	Synechocystis
syn:sll0745	md:syn_M00001	Synechocystis
syn:slr0943	md:syn_M00001	Synechocystis
syn:sll0018	md:syn_M00001	Synechocystis
syn:slr0783	md:syn_M00001	Synechocystis
syn:slr0884	md:syn_M00001	Synechocystis
syn:sll1342	md:syn_M00001	Synechocystis
syn:slr0394	md:syn_M00001	Synechocystis
syn:slr1945	md:syn_M00001	Synechocystis
syn:slr0752	md:syn_M00001	Synechocystis
syn:sll1275	md:syn_M00001	Synechocystis
syn:sll0587	md:syn_M00001	Synechocystis
syn:slr0783	md:syn_M00002	Synechocystis
syn:slr0884	md:syn_M00002	Synechocystis
syn:sll1342	md:syn_M00002	Synechocystis
syn:slr0394	md:syn_M00002	Synechocystis
syn:slr1945	md:syn_M00002	Synechocystis
syn:slr0752	md:syn_M00002	Synechocystis
syn:sll1275	md:syn_M00002	Synechocystis
syn:sll0587	md:syn_M00002	Synechocystis
syn:slr0752	md:syn_M00003	Synechocystis
syn:slr1945	md:syn_M00003	Synechocystis
syn:slr0394	md:syn_M00003	Synechocystis
syn:slr0884	md:syn_M00003	Synechocystis
syn:sll1342	md:syn_M00003	Synechocystis
syn:slr0783	md:syn_M00003	Synechocystis
syn:slr0943	md:syn_M00003	Synechocystis
syn:sll0018	md:syn_M00003	Synechocystis
syn:slr0952	md:syn_M00003	Synechocystis
syn:slr2094	md:syn_M00003	Synechocystis
syn:slr1843	md:syn_M00004	Synechocystis
syn:sll1479	md:syn_M00004	Synechocystis
syn:sll0329	md:syn_M00004	Synechocystis
syn:sll0807	md:syn_M00004	Synechocystis
syn:slr0194	md:syn_M00004	Synechocystis
syn:ssl2153	md:syn_M00004	Synechocystis
syn:sll1070	md:syn_M00004	Synechocystis
syn:slr1793	md:syn_M00004	Synechocystis
syn:slr1349	md:syn_M00004	Synechocystis
syn:sll0469	md:syn_M00005	Synechocystis
syn:slr1843	md:syn_M00006	Synechocystis
syn:sll1479	md:syn_M00006	Synechocystis
syn:sll0329	md:syn_M00006	Synechocystis
syn:sll1070	md:syn_M00007	Synechocystis
syn:slr1793	md:syn_M00007	Synechocystis
syn:sll0807	md:syn_M00007	Synechocystis
syn:slr0194	md:syn_M00007	Synechocystis
syn:ssl2153	md:syn_M00007	Synechocystis
syn:slr1843	md:syn_M00008	Synechocystis
syn:sll1479	md:syn_M00008	Synechocystis
syn:sll0107	md:syn_M00008	Synechocystis
syn:sll0401	md:syn_M00009	Synechocystis
syn:slr0665	md:syn_M00009	Synechocystis
syn:slr1289	md:syn_M00009	Synechocystis
syn:slr1096	md:syn_M00009	Synechocystis
syn:sll1557	md:syn_M00009	Synechocystis
syn:sll1023	md:syn_M00009	Synechocystis
syn:slr1233	md:syn_M00009	Synechocystis
syn:sll1625	md:syn_M00009	Synechocystis
syn:sll0823	md:syn_M00009	Synechocystis
syn:slr0201	md:syn_M00009	Synechocystis
syn:slr0018	md:syn_M00009	Synechocystis
syn:sll0891	md:syn_M00009	Synechocystis
syn:sll0401	md:syn_M00010	Synechocystis
syn:slr0665	md:syn_M00010	Synechocystis
syn:slr1289	md:syn_M00010	Synechocystis
syn:slr1096	md:syn_M00011	Synechocystis
syn:sll1557	md:syn_M00011	Synechocystis
syn:sll1023	md:syn_M00011	Synechocystis
syn:slr1233	md:syn_M00011	Synechocystis
syn:sll1625	md:syn_M00011	Synechocystis
syn:sll0823	md:syn_M00011	Synechocystis
syn:slr0201	md:syn_M00011	Synechocystis
syn:slr0018	md:syn_M00011	Synechocystis
syn:sll0891	md:syn_M00011	Synechocystis
syn:sll0401	md:syn_M00012	Synechocystis
syn:slr0665	md:syn_M00012	Synechocystis
syn:sll0891	md:syn_M00012	Synechocystis
syn:slr1299	md:syn_M00014	Synechocystis
syn:slr0942	md:syn_M00014	Synechocystis
syn:slr2035	md:syn_M00015	Synechocystis
syn:sll0373	md:syn_M00015	Synechocystis
syn:sll0461	md:syn_M00015	Synechocystis
syn:slr0661	md:syn_M00015	Synechocystis
syn:slr0657	md:syn_M00016	Synechocystis
syn:slr0549	md:syn_M00016	Synechocystis
syn:slr0550	md:syn_M00016	Synechocystis
syn:sll1058	md:syn_M00016	Synechocystis
syn:slr1022	md:syn_M00016	Synechocystis
syn:slr1665	md:syn_M00016	Synechocystis
syn:sll0504	md:syn_M00016	Synechocystis
syn:slr0657	md:syn_M00017	Synechocystis
syn:slr0549	md:syn_M00017	Synechocystis
syn:sll0455	md:syn_M00017	Synechocystis
syn:slr0212	md:syn_M00017	Synechocystis
syn:slr0657	md:syn_M00018	Synechocystis
syn:slr0549	md:syn_M00018	Synechocystis
syn:sll0455	md:syn_M00018	Synechocystis
syn:sll1760	md:syn_M00018	Synechocystis
syn:sll1172	md:syn_M00018	Synechocystis
syn:sll1688	md:syn_M00018	Synechocystis
syn:sll1981	md:syn_M00019	Synechocystis
syn:slr2088	md:syn_M00019	Synechocystis
syn:sll0065	md:syn_M00019	Synechocystis
syn:sll1363	md:syn_M00019	Synechocystis
syn:slr0452	md:syn_M00019	Synechocystis
syn:slr0032	md:syn_M00019	Synechocystis
syn:sll1908	md:syn_M00020	Synechocystis
syn:slr1124	md:syn_M00020	Synechocystis
syn:slr1348	md:syn_M00021	Synechocystis
syn:sll0712	md:syn_M00021	Synechocystis
syn:slr1842	md:syn_M00021	Synechocystis
syn:sll0934	md:syn_M00022	Synechocystis
syn:slr2130	md:syn_M00022	Synechocystis
syn:sll1112	md:syn_M00022	Synechocystis
syn:slr1559	md:syn_M00022	Synechocystis
syn:sll1669	md:syn_M00022	Synechocystis
syn:slr0444	md:syn_M00022	Synechocystis
syn:sll1747	md:syn_M00022	Synechocystis
syn:slr0738	md:syn_M00023	Synechocystis
syn:slr0055	md:syn_M00023	Synechocystis
syn:slr1867	md:syn_M00023	Synechocystis
syn:sll0356	md:syn_M00023	Synechocystis
syn:slr0546	md:syn_M00023	Synechocystis
syn:slr0966	md:syn_M00023	Synechocystis
syn:slr0543	md:syn_M00023	Synechocystis
syn:sll0109	md:syn_M00024	Synechocystis
syn:sll1662	md:syn_M00024	Synechocystis
syn:sll0109	md:syn_M00025	Synechocystis
syn:sll0900	md:syn_M00026	Synechocystis
syn:slr1560	md:syn_M00026	Synechocystis
syn:slr0608	md:syn_M00026	Synechocystis
syn:slr0652	md:syn_M00026	Synechocystis
syn:slr0084	md:syn_M00026	Synechocystis
syn:sll1893	md:syn_M00026	Synechocystis
syn:slr0500	md:syn_M00026	Synechocystis
syn:sll1958	md:syn_M00026	Synechocystis
syn:sll1958	md:syn_M00026	Synechocystis
syn:slr0682	md:syn_M00026	Synechocystis
syn:slr1848	md:syn_M00026	Synechocystis
syn:sll1641	md:syn_M00027	Synechocystis
syn:slr0370	md:syn_M00027	Synechocystis
syn:sll1883	md:syn_M00028	Synechocystis
syn:slr1898	md:syn_M00028	Synechocystis
syn:sll0080	md:syn_M00028	Synechocystis
syn:slr1022	md:syn_M00028	Synechocystis
syn:sll1883	md:syn_M00028	Synechocystis
syn:sll0902	md:syn_M00029	Synechocystis
syn:slr0585	md:syn_M00029	Synechocystis
syn:slr1133	md:syn_M00029	Synechocystis
syn:slr0049	md:syn_M00030	Synechocystis
syn:slr1096	md:syn_M00032	Synechocystis
syn:slr0657	md:syn_M00033	Synechocystis
syn:slr0549	md:syn_M00033	Synechocystis
syn:sll0927	md:syn_M00034	Synechocystis
syn:sll0135	md:syn_M00034	Synechocystis
syn:slr1938	md:syn_M00034	Synechocystis
syn:sll0927	md:syn_M00035	Synechocystis
syn:slr0214	md:syn_M00035	Synechocystis
syn:sll1234	md:syn_M00035	Synechocystis
syn:slr0032	md:syn_M00036	Synechocystis
syn:slr1096	md:syn_M00036	Synechocystis
syn:slr2121	md:syn_M00038	Synechocystis
syn:slr0090	md:syn_M00044	Synechocystis
syn:sll0757	md:syn_M00048	Synechocystis
syn:slr1159	md:syn_M00048	Synechocystis
syn:slr0477	md:syn_M00048	Synechocystis
syn:slr0861	md:syn_M00048	Synechocystis
syn:sll1056	md:syn_M00048	Synechocystis
syn:slr0519	md:syn_M00048	Synechocystis
syn:slr0520	md:syn_M00048	Synechocystis
syn:slr0520	md:syn_M00048	Synechocystis
syn:slr0838	md:syn_M00048	Synechocystis
syn:sll0578	md:syn_M00048	Synechocystis
syn:sll0901	md:syn_M00048	Synechocystis
syn:slr1226	md:syn_M00048	Synechocystis
syn:sll0421	md:syn_M00048	Synechocystis
syn:slr0597	md:syn_M00048	Synechocystis
syn:sll1823	md:syn_M00049	Synechocystis
syn:sll0421	md:syn_M00049	Synechocystis
syn:sll1059	md:syn_M00049	Synechocystis
syn:sll1815	md:syn_M00049	Synechocystis
syn:sll1852	md:syn_M00049	Synechocystis
syn:sll1275	md:syn_M00049	Synechocystis
syn:sll0587	md:syn_M00049	Synechocystis
syn:slr1722	md:syn_M00050	Synechocystis
syn:slr0213	md:syn_M00050	Synechocystis
syn:slr1123	md:syn_M00050	Synechocystis
syn:sll1852	md:syn_M00050	Synechocystis
syn:sll1275	md:syn_M00050	Synechocystis
syn:sll0587	md:syn_M00050	Synechocystis
syn:sll1018	md:syn_M00051	Synechocystis
syn:slr0406	md:syn_M00051	Synechocystis
syn:sll0370	md:syn_M00051	Synechocystis
syn:slr1616	md:syn_M00051	Synechocystis
syn:sll1498	md:syn_M00051	Synechocystis
syn:slr1476	md:syn_M00051	Synechocystis
syn:sll1018	md:syn_M00051	Synechocystis
syn:slr0406	md:syn_M00051	Synechocystis
syn:sll0744	md:syn_M00051	Synechocystis
syn:slr1418	md:syn_M00051	Synechocystis
syn:slr0185	md:syn_M00051	Synechocystis
syn:sll0838	md:syn_M00051	Synechocystis
syn:sll0144	md:syn_M00052	Synechocystis
syn:sll1852	md:syn_M00052	Synechocystis
syn:sll1443	md:syn_M00052	Synechocystis
syn:slr1164	md:syn_M00053	Synechocystis
syn:slr0591	md:syn_M00053	Synechocystis
syn:sll1852	md:syn_M00053	Synechocystis
syn:sll0379	md:syn_M00060	Synechocystis
syn:sll1508	md:syn_M00060	Synechocystis
syn:slr0776	md:syn_M00060	Synechocystis
syn:slr0015	md:syn_M00060	Synechocystis
syn:sll0107	md:syn_M00061	Synechocystis
syn:sll0083	md:syn_M00064	Synechocystis
syn:sll0084	md:syn_M00064	Synechocystis
syn:slr0813	md:syn_M00066	Synechocystis
syn:slr0435	md:syn_M00082	Synechocystis
syn:sll0053	md:syn_M00082	Synechocystis
syn:sll0728	md:syn_M00082	Synechocystis
syn:sll0336	md:syn_M00082	Synechocystis
syn:slr2023	md:syn_M00082	Synechocystis
syn:slr1511	md:syn_M00082	Synechocystis
syn:sll1069	md:syn_M00083	Synechocystis
syn:slr1332	md:syn_M00083	Synechocystis
syn:slr0886	md:syn_M00083	Synechocystis
syn:sll5079	md:syn_M00083	Synechocystis
syn:sll1605	md:syn_M00083	Synechocystis
syn:slr1051	md:syn_M00083	Synechocystis
syn:slr1609	md:syn_M00086	Synechocystis
syn:slr1993	md:syn_M00088	Synechocystis
syn:sll1848	md:syn_M00089	Synechocystis
syn:slr1369	md:syn_M00093	Synechocystis
syn:slr1993	md:syn_M00095	Synechocystis
syn:sll1556	md:syn_M00095	Synechocystis
syn:sll1945	md:syn_M00096	Synechocystis
syn:sll0019	md:syn_M00096	Synechocystis
syn:slr0951	md:syn_M00096	Synechocystis
syn:sll0711	md:syn_M00096	Synechocystis
syn:slr1542	md:syn_M00096	Synechocystis
syn:slr2136	md:syn_M00096	Synechocystis
syn:slr0348	md:syn_M00096	Synechocystis
syn:sll1556	md:syn_M00096	Synechocystis
syn:slr1255	md:syn_M00097	Synechocystis
syn:slr1254	md:syn_M00097	Synechocystis
syn:slr0940	md:syn_M00097	Synechocystis
syn:sll0033	md:syn_M00097	Synechocystis
syn:sll1969	md:syn_M00098	Synechocystis
syn:slr1736	md:syn_M00112	Synechocystis
syn:sll0418	md:syn_M00112	Synechocystis
syn:slr1737	md:syn_M00112	Synechocystis
syn:slr0089	md:syn_M00112	Synechocystis
syn:slr0493	md:syn_M00114	Synechocystis
syn:sll1558	md:syn_M00114	Synechocystis
syn:sll0631	md:syn_M00115	Synechocystis
syn:sll0622	md:syn_M00115	Synechocystis
syn:slr0936	md:syn_M00115	Synechocystis
syn:sll1916	md:syn_M00115	Synechocystis
syn:slr1691	md:syn_M00115	Synechocystis
syn:slr0817	md:syn_M00116	Synechocystis
syn:sll0603	md:syn_M00116	Synechocystis
syn:slr1916	md:syn_M00116	Synechocystis
syn:sll0409	md:syn_M00116	Synechocystis
syn:slr0492	md:syn_M00116	Synechocystis
syn:sll1127	md:syn_M00116	Synechocystis
syn:sll1797	md:syn_M00117	Synechocystis
syn:slr0926	md:syn_M00117	Synechocystis
syn:sll0936	md:syn_M00117	Synechocystis
syn:slr1099	md:syn_M00117	Synechocystis
syn:slr1300	md:syn_M00117	Synechocystis
syn:slr1238	md:syn_M00118	Synechocystis
syn:slr0032	md:syn_M00119	Synechocystis
syn:slr0526	md:syn_M00119	Synechocystis
syn:sll0892	md:syn_M00119	Synechocystis
syn:sll1249	md:syn_M00119	Synechocystis
syn:slr0812	md:syn_M00120	Synechocystis
syn:sll0250	md:syn_M00120	Synechocystis
syn:slr0847	md:syn_M00120	Synechocystis
syn:slr0553	md:syn_M00120	Synechocystis
syn:sll0179	md:syn_M00121	Synechocystis
syn:slr1808	md:syn_M00121	Synechocystis
syn:sll0017	md:syn_M00121	Synechocystis
syn:sll1994	md:syn_M00121	Synechocystis
syn:slr1887	md:syn_M00121	Synechocystis
syn:sll0166	md:syn_M00121	Synechocystis
syn:slr0536	md:syn_M00121	Synechocystis
syn:sll1185	md:syn_M00121	Synechocystis
syn:sll1876	md:syn_M00121	Synechocystis
syn:slr1790	md:syn_M00121	Synechocystis
syn:slr0839	md:syn_M00121	Synechocystis
syn:slr0260	md:syn_M00122	Synechocystis
syn:slr0618	md:syn_M00122	Synechocystis
syn:slr1925	md:syn_M00122	Synechocystis
syn:slr0216	md:syn_M00122	Synechocystis
syn:slr1748	md:syn_M00122	Synechocystis
syn:slr0636	md:syn_M00122	Synechocystis
syn:slr0917	md:syn_M00123	Synechocystis
syn:slr0523	md:syn_M00123	Synechocystis
syn:slr1364	md:syn_M00123	Synechocystis
syn:slr1779	md:syn_M00124	Synechocystis
syn:sll1440	md:syn_M00124	Synechocystis
syn:sll1894	md:syn_M00125	Synechocystis
