Q0K5T4	 COG0792
Q0JZ61	 ENOG5032YK1
Q0KCX3	 COG0726
Q0K2L3	 COG1454
Q0K0Q9	 COG0282
Q0K025	 COG0600
Q0K696	 COG3671
Q0K558	 ENOG50303WG
Q0KFJ0	 COG3181
Q0K7K6	 COG3381
Q0KD85	 COG2314
Q0K6X2	 ENOG5032X19
Q0K3K5	 COG4585
Q0K3T8	 ENOG50333VN
Q0K2Z7	 COG1283
Q7WX56	 COG4974
Q0K9J7	 COG2224
Q0KD02	 COG0640
Q0K8S2	 ENOG50333Y3
Q0KAU7	 COG0526
Q0KAU7	 COG0785
Q0K4V7	 COG5285
Q0K0Q4	 ENOG50340UJ
Q0K3G8	 COG1024
Q0KDA2	 COG0183
Q0K3E1	 COG0583
Q0K7B4	 COG1047
Q0KFA4	 COG0789
Q0K5W1	 COG0346
Q0JZI5	 COG1012
Q0K977	 COG0566
Q0K0W6	 COG0178
Q0K3G2	 COG1960
Q0K0J2	 COG1846
Q0KAF3	 COG0518
Q0K1P7	 COG3625
Q0K5C8	 COG2303
Q7WX25	 ENOG5033KFD
Q0K7T2	 COG4553
Q0KEX3	 COG2204
Q0K037	 COG3264
Q0KAW3	 COG0624
Q0K3U5	 COG3181
Q0KET9	 COG0793
Q0KEM8	 COG4321
Q0JY31	 COG1052
Q0KAF6	 COG2050
Q0K9F4	 COG1875
Q0K0T1	 COG5621
Q0JYB7	 COG3077
Q0KF84	 COG0111
Q0K9M5	 COG0651
Q0KF92	 COG4799
Q0K9I3	 COG2200
Q0K932	 COG3118
Q0K254	 COG5476
Q0KD99	 ENOG50345P2
Q0KE97	 COG0815
Q0K1N3	 COG1680
Q0KE39	 COG0841
Q0K404	 COG2207
Q0K404	 COG2421
Q0KDL0	 COG2256
Q7WXD7	 COG3945
Q0JYY9	 ENOG502ZJ1W
Q0KBB1	 COG0583
Q0KCW2	 COG4630
Q0KAK7	 COG0438
Q0K017	 ENOG50346NB
Q0K445	 COG0730
Q0K0G6	 COG0697
Q0KDB8	 COG1231
Q0K7I7	 COG1354
Q0K5F8	 COG2879
Q0K2L0	 COG0583
Q7WWV6	 COG2814
Q0K3F6	 COG1902
Q0K916	 ENOG5033IZA
Q0KE13	 COG0605
Q0K6B6	 COG0154
Q0K8R9	 ENOG50339IE
Q0K448	 COG0179
Q0JZS2	 COG2197
Q0K652	 COG2863
Q0KEX9	 COG1541
Q0KEW3	 COG0526
Q0K581	 COG2348
Q0K101	 ENOG5034509
Q0KB99	 ENOG5033K7D
Q0JYW6	 COG0066
Q0JYH4	 COG3522
Q0K827	 COG2814
Q0K2D5	 COG4654
Q0K555	 COG0583
Q0K3U8	 COG0154
Q0K021	 COG0280
Q0KCY1	 COG2326
Q0JZI1	 COG0843
Q0KAY6	 ENOG5032WND
Q0K1F5	 COG1716
Q0K1F5	 COG2114
Q0JZP3	 COG3181
Q0K732	 COG1862
Q0KFA0	 COG0288
Q0K4C4	 COG1414
Q0K6Z2	 COG0611
Q0KDY5	 COG1146
Q0K097	 COG1917
Q0K8A4	 COG1538
Q0KCH1	 COG0822
Q0K2I6	 COG0583
Q0KDN3	 COG0643
Q0KDN3	 COG0784
Q0KDN3	 COG2198
Q0K344	 COG1215
Q0K8M1	 COG1028
Q0K7V1	 COG4966
Q0K3B3	 COG0318
Q0K5S8	 COG1393
Q0K4D1	 COG1335
Q0KEK3	 COG4726
Q0JZX6	 COG1012
Q0K366	 COG1309
Q0K4N9	 ENOG5030T19
Q0KAP2	 COG1842
Q0JZ72	 COG0535
Q0KEG4	 COG1763
Q0K9D5	 COG0431
Q0K3H1	 COG2057
Q0KB18	 COG3181
Q0K331	 COG4638
Q0KC15	 COG0625
Q7WX97	 COG3256
Q0K347	 COG4774
Q0JYL1	 ENOG5033FPM
Q0KDH2	 COG1004
Q0K4Z5	 COG5383
Q0KDU2	 COG3009
Q0KE86	 COG0599
Q0K3T5	 COG3350
Q0JYV1	 COG3485
Q0KCF0	 COG2308
Q0K6C4	 COG2207
Q0KDN4	 COG0840
Q0KBI4	 COG0665
Q0JZ86	 COG1024
Q0K1V8	 COG3264
Q0K788	 ENOG50315WF
Q0K6T3	 COG2334
Q0K6M2	 COG0771
Q0JZW1	 COG2838
Q0K5S1	 COG1028
Q0KCH2	 COG1104
Q0K8X0	 COG0365
Q0K1N5	 COG1522
Q0K3N0	 COG3971
Q0K330	 COG0446
Q0KAL8	 COG1091
Q7WXA6	 COG1064
Q0JZI0	 COG1622
Q0JZI0	 COG2010
Q0K4M2	 COG4380
Q0K842	 COG0210
Q0K8P7	 ENOG5034AWG
Q0K5B3	 COG4974
Q0KBF7	 COG2050
Q0KBG5	 COG0410
Q0KBG6	 COG0411
Q0K7E5	 COG0730
Q0K4C1	 COG2301
Q0K8N1	 COG0681
Q0KDL9	 COG1674
Q0K525	 COG0247
Q0KAT5	 ENOG5030W03
Q0K218	 COG0583
Q0K4V3	 ENOG50349KE
Q0JZ47	 COG2205
Q0JZ47	 COG4252
Q0K170	 COG2896
Q0KFR6	 COG0187
Q0K349	 COG5006
Q0K547	 COG2331
Q0JYZ1	 ENOG502ZN3Q
Q0K369	 COG2050
Q0KEJ4	 COG1171
Q0K2E4	 COG4771
Q0JY32	 COG3304
Q0JZF0	 COG3539
Q0JYS8	 ENOG50332E1
Q7WXJ2	 COG3316
Q0JYN3	 COG1923
Q0K3U9	 COG0583
Q0K1H1	 COG3327
Q7WXH3	 COG0714
Q0KDU1	 COG1463
Q0KDU1	 COG3008
Q0K2Z9	 COG1012
Q7WXJ9	 COG0151
Q0K617	 COG0654
Q0K857	 COG4638
Q0JYC4	 COG3831
Q0KBX1	 COG0402
Q0K5D0	 ENOG502Z84D
Q0KDC1	 COG0491
Q0K289	 COG3826
Q0K1C3	 COG0625
Q0KEH5	 COG4395
Q7WXP6	 COG0068
Q0K8D4	 COG2872
Q0K4S5	 COG1788
Q0K1D0	 COG2128
Q0KDM2	 COG2860
Q0KEH1	 COG0591
Q0K5E2	 COG1752
Q0KF29	 COG0454
Q0KF36	 COG2303
Q0KBD8	 COG3203
Q0K8K7	 COG2896
Q0K2T0	 COG0596
Q0KDF8	 COG1960
Q0KA25	 COG2825
Q0KF63	 COG3238
Q0K504	 COG1396
Q7WXP8	 COG0680
Q0K1Q8	 COG0583
Q0K1G0	 COG2169
Q0KCH8	 COG0556
Q0K1R7	 COG3565
Q0KEX8	 COG2832
Q0JZF7	 COG2205
Q0KBS6	 COG1024
Q7WXJ6	 COG2433
Q0K8M5	 COG1595
Q0KDD8	 COG1033
Q0K8R7	 COG5615
Q0K2C0	 COG0496
Q0K455	 COG1012
Q0K9Z1	 COG1846
Q0K9J3	 COG0028
Q0K1L2	 COG0433
Q0KAJ8	 COG0456
Q0KCL8	 COG0583
Q0K600	 COG0690
Q0KAA1	 COG3246
Q0K8F1	 COG1048
Q0KCL7	 COG0028
Q0K589	 COG0438
Q0K914	 ENOG502Z9YU
Q0K0X6	 COG1640
Q0K4Y1	 COG1297
Q0K0A9	 COG1538
Q0K946	 COG2205
Q0KAV8	 COG1733
Q0K5J4	 COG3047
Q0K074	 COG0684
Q0KC23	 COG3308
Q0K3G9	 COG2070
Q0K1J9	 COG0318
Q0K8U9	 ENOG5030X76
Q0K718	 COG3288
Q0KE25	 COG0385
Q0K2I2	 COG2050
Q0JYA2	 COG0834
Q0K5U1	 COG2041
Q0K4R0	 COG0329
Q0K9I1	 COG0600
Q0JZP0	 COG0583
Q0K1Z6	 COG0664
Q0K670	 COG0232
Q0KC53	 COG0457
Q0KC53	 COG2114
Q0KC53	 COG3629
Q0KC53	 COG3899
Q0JZ83	 COG1804
Q7WXE0	 COG5654
Q0K4M6	 COG3210
Q0KD38	 COG4603
Q0KAC9	 ENOG50315WR
Q0K9G0	 COG0303
Q0KCJ0	 ENOG50315C6
Q0KCV5	 COG3803
Q0K798	 COG0452
Q0JZJ3	 COG2201
Q0K6F9	 COG0278
Q0JY50	 ENOG5033YE0
Q0K1Q1	 COG4778
Q0K356	 COG0243
Q0K356	 COG1251
Q0KBB6	 COG0084
Q0JYX1	 COG1763
Q7WXJ5	 COG4974
Q0K2E2	 COG1131
Q0K816	 COG2606
Q7WXM1	 COG3267
Q0K332	 COG5517
Q0K9M7	 COG0650
Q0K856	 COG0697
Q0KA51	 COG2197
Q7WWT7	 COG4948
Q0KD58	 COG0433
Q0KCJ9	 COG0497
Q0JY45	 COG0583
Q0K2M0	 COG0683
Q0KDQ9	 COG4961
Q0K0L0	 COG4773
Q0KB43	 COG3181
Q0JZA0	 COG0786
Q7WXM6	 COG3464
Q0K5S7	 COG1247
Q0K3F0	 COG0318
Q0K749	 COG0247
Q0K136	 COG0364
Q0K6R3	 ENOG502Z7Y8
Q0JZR4	 COG2808
Q0KCB9	 COG0589
Q0KAE8	 COG1619
Q0K5N5	 COG0457
Q0K199	 COG2267
Q0K2N7	 COG2837
Q0KF37	 COG1012
Q0JY34	 ENOG5034BCX
Q0JYQ6	 ENOG5032YUB
Q0JZX2	 COG1335
Q0KDP3	 COG2814
Q0K9V7	 COG3782
Q0KF66	 COG0642
Q0K1C5	 COG2267
Q0K0T8	 COG0555
Q0K3S1	 ENOG5033PHB
Q0K0C0	 COG1733
Q0KFP6	 COG4104
Q0K6E4	 COG5164
Q0KCR6	 ENOG5032Z6F
Q0K2Q1	 COG0398
Q0K2Q1	 COG1502
Q0K987	 COG2981
Q0JY97	 COG0583
Q0K2W7	 COG0583
Q0K8G7	 COG0410
Q0K512	 ENOG5033KGW
Q0K833	 COG1246
Q0KCK3	 COG1391
Q0K8W4	 COG0582
Q0K247	 COG2268
Q0KAS3	 COG0583
Q0K7L7	 COG4691
Q0KDE0	 ENOG502Z7HQ
Q0K3B0	 COG0444
Q0K5K1	 COG2303
Q0K538	 COG3047
Q0JY38	 ENOG5033R4Q
Q0K345	 COG1538
Q0K178	 COG4191
Q0K5Y7	 ENOG5030QRA
Q0K392	 COG0028
Q0K0Z2	 COG0491
Q0KC57	 ENOG5033W35
Q0K9H5	 COG0542
Q0K0K8	 COG1670
Q0K9S1	 COG3181
Q0K0F3	 COG1141
Q0K1Y4	 COG0554
Q0JZW2	 ENOG5032VHT
Q0KAV9	 COG0583
Q0K6B1	 COG0210
Q0K6B1	 COG1074
Q0KFH6	 ENOG5032T55
Q0K2B2	 COG0730
Q0K9M8	 COG0651
Q0K284	 COG1309
Q7WX74	 COG2223
Q0K8C2	 COG0187
Q0KCX8	 ENOG50330E3
Q0K155	 COG1960
Q0K9S8	 COG3181
Q0K061	 COG0329
Q0K9B3	 COG0664
Q0JY60	 COG1804
Q0JZ08	 COG0022
Q7WX84	 COG2070
Q0KCX7	 COG0280
Q0KCX7	 COG0281
Q0K2T9	 ENOG50339CR
Q0KCU9	 COG1075
Q0K157	 COG1464
Q0KCT9	 COG1652
Q0JY75	 COG0251
Q0KD55	 COG1529
Q0KD55	 COG2010
Q0K1N4	 COG2609
Q7WX30	 COG1475
Q0K9Q4	 COG4178
Q0KE55	 COG0469
Q0KFB7	 ENOG5033WW4
Q7WWU3	 COG0318
Q0KDF5	 COG1533
Q0JZZ2	 COG0583
Q0K807	 COG2501
Q0K0M2	 COG0304
Q0K1M0	 ENOG5033KXG
Q7WXQ0	 ENOG5030M2D
Q0K1B0	 COG0583
Q0K1B0	 COG0702
Q0KAG4	 COG0372
Q0K4G0	 COG1802
Q0KCA8	 COG0122
Q0K4Y8	 COG1012
Q0KEZ7	 COG1012
Q0JY73	 COG2207
Q0JYW3	 COG3391
Q0K4T0	 COG2204
Q0KD42	 COG0604
Q0K5R8	 ENOG5032SH9
Q0K415	 COG3842
Q0K992	 COG3852
Q0K6R5	 COG1672
Q0K0Z3	 COG1414
Q0KCQ6	 COG3125
Q0KF02	 COG2193
Q0JYG4	 COG0542
Q0K230	 ENOG502ZFSB
Q0JZI8	 ENOG502ZU9N
Q0K2W9	 COG0730
Q0K5T1	 COG0491
Q0K3E3	 COG1285
Q0K2E5	 COG0840
Q0JYP4	 COG2204
Q0K9G9	 COG0410
Q0K0P8	 COG0223
Q0K0K4	 COG1020
Q0KF73	 COG0735
Q0K704	 COG2913
Q0KDB6	 COG0477
Q0KDB6	 COG2223
Q0JZQ8	 COG0702
Q0K8F3	 COG0372
Q7WXI8	 COG1729
Q0K098	 COG3203
Q0K4V1	 COG1846
Q0K9F0	 COG1392
Q0KAM1	 COG1109
Q0K4W1	 COG1846
Q0KAJ5	 COG2226
Q0KAV1	 COG2609
Q0K9P2	 COG1785
Q0KB87	 COG3119
Q0K5U0	 COG0640
Q0KDB3	 COG1454
Q0K9C5	 COG3340
Q0K915	 ENOG5032YV7
Q0KBV8	 COG1249
Q0K095	 COG3246
Q0K4E0	 COG2055
Q0K1B9	 COG0778
Q0K5N6	 COG0475
Q0K1T0	 COG0745
Q0KA85	 COG4585
Q0K8S6	 COG0554
Q0KDM7	 COG0221
Q0K5Y5	 COG0475
Q0K5Y5	 COG1226
Q0K6A8	 COG0625
Q0JZI7	 COG0534
Q0K204	 COG1012
Q0KAQ8	 COG2114
Q0KAH2	 COG3917
Q0K8V3	 COG3843
Q0K281	 COG0365
Q0K195	 COG3386
Q0K3R6	 COG1684
Q0K5Q3	 COG5653
Q0KC82	 COG4278
Q0KFI6	 COG3203
Q0KEN7	 COG1762
Q0K2E3	 COG3181
Q0KD74	 COG0438
Q0K160	 COG2207
Q0KDE3	 COG1231
Q0K502	 COG0735
Q0JYB6	 COG4773
Q0K8F9	 COG1053
Q0KC61	 COG4520
Q0KDQ5	 COG3745
Q0JYP0	 COG1793
Q0JYP0	 COG3285
Q0KB31	 COG0583
Q0K7R5	 COG3187
Q0KBI5	 COG0062
Q0KBI5	 COG0063
Q0JZR2	 COG1014
Q0JZR2	 COG4231
Q0K4N3	 COG0835
Q7WX75	 COG3213
Q0K094	 COG1028
Q0K6U3	 COG3181
Q0KE99	 ENOG5033QMH
Q0K0A3	 COG4977
Q0KAR4	 COG0456
Q0K2F4	 ENOG502Z88W
Q0KD65	 COG0424
Q0JZA5	 COG0640
Q0KC00	 COG1788
Q0KEF3	 COG1116
Q0KDP1	 COG1512
Q0KFQ1	 COG0419
Q0KFQ1	 COG4942
Q0K7F3	 COG0795
Q0KDA5	 COG1545
Q0KAS4	 COG3181
Q7WX87	 COG3154
Q0K4K3	 COG1256
Q0KDX8	 COG3515
Q0K325	 COG0411
Q0JYI9	 COG3338
Q0K443	 COG0251
Q0JYW2	 COG1522
Q7WXI9	 COG4644
Q0KAQ2	 COG1252
Q0JZS9	 ENOG5033ZK6
Q0KAB9	 COG2072
Q0K015	 COG0543
Q0K015	 COG0633
Q0K984	 COG3391
Q0KBL4	 COG1173
Q0K277	 ENOG50342J6
Q0K7J0	 COG2911
Q0KAL2	 COG1596
Q0KDY3	 COG1905
Q0K6G6	 COG4984
Q0KAD2	 COG1638
Q7WXS3	 COG0582
Q0K2X4	 COG0640
Q0K3S8	 COG3971
Q0K9H0	 COG0559
Q0JYL8	 COG1724
Q0K3D9	 COG1804
Q0K0C5	 COG1028
Q0KDH4	 COG5416
Q0K700	 COG0057
Q0K7C3	 COG0451
Q0K9D2	 COG3000
Q0K666	 COG3168
Q0K985	 COG0726
Q0JYC6	 COG0747
Q0KDS6	 COG2329
Q0KC55	 COG2831
Q0JYX5	 COG2180
Q7WX72	 COG5013
Q0K852	 COG1252
Q0K0Y4	 COG2823
Q0KD86	 COG0583
Q0KDA0	 COG1028
Q0JZB8	 COG3653
Q0JZ67	 COG2854
Q0K6D9	 COG3868
Q0K2P9	 ENOG5034BBM
Q0K4V0	 COG3133
Q0K1S0	 COG0318
Q0KDZ6	 COG1075
Q0KEI3	 COG1529
Q0KFJ6	 COG1473
Q0K0T9	 COG1840
Q0KB41	 COG0625
Q0K8Z6	 COG0248
Q0JYG9	 COG0834
Q7WXS6	 COG0582
Q0K9Y7	 COG4172
Q0KF27	 ENOG5033XRI
Q0K083	 COG0765
Q0K4Y5	 ENOG502Z800
Q0KBX3	 COG3181
Q7WWS9	 COG3464
Q0K6E0	 COG1451
Q0JZB9	 COG0161
Q0KF08	 ENOG5032RT1
Q0KBV7	 COG0589
Q0K565	 COG3181
Q0K327	 COG0559
Q0K1S5	 ENOG5033AMK
Q0K9Y1	 COG0671
Q0K9Y1	 COG2453
Q0K491	 COG1960
Q0K911	 COG0628
Q0JY40	 COG0612
Q0KBA8	 COG2200
Q0KEA1	 COG0241
Q0JYD3	 COG0388
Q0JY98	 COG0119
Q0K5U6	 COG1416
Q0K6X0	 COG0524
Q0K5C7	 ENOG5032XB1
Q0K8N2	 ENOG5033WTW
Q0K7Y7	 COG0225
Q0K4T8	 COG4964
Q0K4D8	 COG0583
Q0K4U9	 COG0318
Q0KED1	 COG0162
Q0KEQ9	 COG0179
Q0K8M8	 COG0265
Q7WXR5	 COG0582
Q0K2V3	 COG1414
Q0JZQ2	 COG1028
Q0KDP5	 COG2204
Q0K479	 COG1960
Q0K0E0	 COG3181
Q0JZV4	 COG4317
Q0K0V2	 COG2350
Q0KAI8	 COG0154
Q0KB23	 COG0501
Q7WXE8	 COG0553
Q7WXE8	 COG4715
Q0K5U9	 COG0526
Q0K7K2	 COG0489
Q0K7A1	 COG0196
Q0KF72	 COG0596
Q0K6G7	 ENOG5031IJS
Q0K9A8	 COG4736
Q0K2S3	 COG1960
Q0K8A7	 COG0760
Q0K3Q2	 ENOG503427K
Q0K263	 COG2374
Q7WX51	 COG0420
Q0K163	 COG1473
Q0K3V7	 COG1511
Q0K6A2	 COG0265
Q0KAB6	 COG0456
Q0KBA9	 ENOG5032YB2
Q0K6Z1	 COG1267
Q0KFQ5	 COG3183
Q0KD56	 COG2814
Q0KF51	 COG2223
Q7WX90	 COG0348
Q7WX90	 COG3901
Q0K7I4	 COG1492
Q0K2Q0	 ENOG50342AP
Q0JZH3	 COG0624
Q0KDD1	 COG1960
Q7WXC6	 COG3547
Q0KFN5	 COG1802
Q0KFB8	 COG1410
Q0K2A3	 COG1529
Q0K8A9	 COG3829
Q0K056	 COG3491
Q0K7W9	 COG2391
Q0K6A1	 COG3203
Q0KA20	 COG0020
Q0K3Q9	 COG1049
Q0JZW7	 ENOG50340K1
Q0KAX6	 COG3427
Q0K6M3	 COG0772
Q0K5L1	 COG0411
Q0K5L1	 COG4177
Q0JZ09	 COG1071
Q0K0G9	 COG0861
Q0JYN1	 COG1334
Q0KDX0	 COG3517
Q0KFF4	 COG2891
Q0JZ37	 COG1278
Q0KE32	 COG0350
Q0JYA6	 ENOG50335S6
Q0KBA7	 COG1674
Q0KFL0	 COG0513
Q0KDG2	 COG2011
Q0K0Q8	 COG0280
Q0K2X9	 COG3501
Q0KDJ9	 COG0189
Q0KDJ9	 COG0769
Q0JZ33	 COG0443
Q0KAU5	 COG0526
Q0KBZ6	 COG0596
Q0K7L3	 COG1526
Q0JZE9	 COG2205
Q0K530	 COG3181
Q0K102	 COG0628
Q0K2B7	 COG1737
Q0K1H7	 COG1012
Q0KFA3	 COG2050
Q0KAB0	 COG1028
Q0K8I8	 COG0828
Q0JYT0	 COG2274
Q0JZQ0	 COG1733
Q0KCL9	 COG0583
Q0K7H1	 COG3027
Q0K3L8	 COG0346
Q0K0W5	 COG3549
Q0K8J7	 COG1146
Q0K1J5	 COG0583
Q0K6H8	 COG0692
Q0KDC9	 COG1231
Q0K2I0	 COG0604
Q0K545	 COG0410
Q0K3T7	 ENOG502Z7Z9
Q0K4E8	 COG2771
Q0JYS3	 COG0789
Q0KC54	 COG0457
Q0KDF2	 ENOG5033S1A
Q0KFM7	 COG0754
Q0K8W9	 COG0741
Q0K8W9	 COG1388
Q0K8N4	 COG1159
Q0K4H2	 COG3181
Q0K9E6	 COG2965
Q0K885	 COG0521
Q0K285	 COG1249
Q0K326	 COG0410
Q0K7L9	 COG4665
Q0K3C4	 COG1960
Q7WWW8	 COG1192
Q0KCR1	 COG2030
Q0KAH0	 COG0583
Q0K2U7	 COG5649
Q0K253	 COG0665
Q0KEG6	 COG0494
Q0KCD4	 COG0583
Q0JZB2	 COG1012
Q0KBV2	 COG0697
Q7WXE3	 ENOG5032CFD
Q0K9A3	 COG1485
Q0K9I6	 COG4208
Q0KD60	 COG0151
Q0JY71	 COG2175
Q7WXA2	 COG1959
Q0JZ71	 COG1215
Q0KF91	 COG0412
Q0K5N8	 ENOG50330H2
Q0K5Z0	 COG3396
Q0KC88	 COG0675
Q0K2E7	 COG1802
Q0JZN0	 COG0410
Q0KBP6	 COG5394
Q0K9F5	 COG1225
Q0K246	 COG1360
Q0K246	 COG3455
Q0K770	 COG0477
Q0KAU4	 COG1252
Q0JYA4	 COG0765
Q0JYT6	 COG0583
Q0K3N3	 COG0496
Q0JZS4	 COG3431
Q0KCM9	 COG1024
Q0K5A4	 COG1960
Q0KCD2	 COG2267
Q0K5H3	 COG1280
Q0K7P6	 COG0451
Q0JY26	 COG0364
Q0KFA9	 COG3087
Q0KDT3	 COG0745
Q0KCV0	 COG2908
Q0KDZ5	 ENOG502ZG8C
Q0K433	 COG5653
Q0K5C9	 COG1309
Q0K8G5	 COG4177
Q0KB29	 COG1846
Q0KBM0	 COG1562
Q7WX59	 COG2944
Q0K3X2	 COG4104
Q0K3A6	 COG1960
Q0JYT7	 COG2823
Q0K3V2	 COG5361
Q0K4D5	 COG4553
Q0K870	 COG0590
Q0KAB2	 COG1167
Q0KCS5	 COG1894
Q0K7F6	 COG2927
Q0K057	 COG1012
Q0KFQ3	 COG5001
Q0K2Q6	 COG5361
Q0K1Z2	 COG1012
Q0K751	 COG2126
Q0KDA8	 COG0318
Q0K0U9	 COG0491
Q0KAT4	 COG4977
Q0K2U8	 COG3971
Q0K747	 COG1346
Q0K6H5	 COG1116
Q0K6H5	 COG4754
Q0K597	 COG1044
Q0KB17	 COG1062
Q0K408	 ENOG5033H1S
Q0K5T9	 COG0697
Q0KC65	 COG1282
Q0KDU4	 COG1052
Q0K477	 COG3181
Q0K053	 COG1703
Q0K6V8	 COG2930
Q0K4P5	 COG0840
Q0K4P5	 COG5000
Q0KA57	 COG0071
Q0K6V3	 COG3181
Q0KAX2	 COG1309
Q0K729	 COG3437
Q0K8W2	 ENOG5033Y6R
Q0KCU6	 ENOG50333E6
Q0JYT3	 COG2994
Q0K8Q7	 COG2862
Q0K7Y0	 COG1522
Q0KAN7	 COG1196
Q7WXR3	 COG0582
Q0K3F9	 COG0183
Q0K2C7	 COG2010
Q0K649	 COG0598
Q0JYI6	 COG2124
Q0K035	 COG3696
Q0KA86	 ENOG5032IAC
Q0K9W0	 COG1066
Q0KB39	 ENOG5034AC1
Q0KFM3	 COG0765
Q0KF98	 COG1028
Q0JYB4	 COG1024
Q0K614	 COG2207
Q0KBG4	 COG0833
Q0KBG9	 COG0683
Q0K8G9	 COG0066
Q0K042	 COG1414
Q0K1S1	 COG5654
Q7WXR6	 ENOG5033CA4
Q7WXR0	 COG4974
Q0KB26	 COG1309
Q0KET7	 COG0607
Q0K968	 COG2262
Q0K9A4	 COG2217
Q0K9A4	 COG2608
Q0JZI6	 COG3300
Q0KBE4	 COG0726
Q0K6J1	 COG1024
Q0JYI0	 COG5660
Q0JZP1	 COG3181
Q0K1S8	 COG1309
Q0K0S6	 COG0714
Q7WXN1	 COG0517
Q0K0E6	 COG2072
Q0K8S9	 COG1349
Q0KB75	 COG5553
Q0KCC9	 COG0009
Q0K5F4	 COG1274
Q0KB65	 COG0443
Q0KB92	 COG3637
Q0K5R5	 COG3960
Q0K151	 COG2223
Q7WWU5	 COG2030
Q0JYS1	 ENOG503427B
Q0KFR2	 COG1451
Q0K5K5	 COG0559
Q0K556	 COG1028
Q0K340	 COG4664
Q0K9S6	 COG0183
Q0K9U9	 COG0346
Q0KE22	 COG1396
Q0KEY3	 COG0559
Q7WX41	 ENOG5033EGE
Q0K8P0	 COG4394
Q0KDC7	 ENOG502ZPN2
Q0K1P5	 COG2188
Q0K4Y6	 COG0586
Q0K4Y6	 COG0607
Q0JYY8	 COG2252
Q0KDV9	 COG3913
Q0K2T4	 COG2060
Q0K4X9	 COG1752
Q0K299	 COG1522
Q0K002	 COG1113
Q0KFK1	 COG0044
Q0KCZ8	 ENOG5033NMS
Q0K3N9	 COG2188
Q0K506	 COG1695
Q7WWY2	 ENOG5033JTK
Q7WX28	 COG0286
Q7WX28	 COG0553
Q0K1P6	 COG3624
Q0KEF9	 COG0183
Q7WXC8	 ENOG5034AW9
Q0K2X3	 COG4654
Q0K805	 COG2353
Q0K730	 COG0341
Q0K0F1	 COG1024
Q0KEZ1	 COG1917
Q0JY70	 COG0318
Q0K120	 COG2151
Q0K350	 COG0456
Q0K0J6	 COG0318
Q0KAT1	 COG0596
Q0KDP6	 COG2226
Q0K524	 COG2186
Q0K707	 COG0495
Q0KC39	 COG2909
Q0JYI3	 COG1538
Q0K6W0	 COG0656
Q0KAS1	 COG1764
Q0KE08	 COG3836
Q0K7F7	 ENOG5033TEE
Q0K9N9	 COG1538
Q0K066	 COG1960
Q0K144	 COG3809
Q0K5I5	 COG2154
Q0KB16	 COG0431
Q0K523	 COG0628
Q0K8K2	 COG1052
Q0K474	 COG2070
Q7WXD1	 COG1053
Q0KE59	 COG3181
Q0K3I2	 ENOG5031IT8
Q0JY85	 COG0744
Q0JY85	 COG0768
Q0K1W3	 COG1396
Q0K3U6	 COG3653
Q0K5Q9	 COG0841
Q0K298	 COG2205
Q0K578	 COG0671
Q0K488	 COG0583
Q0K3S9	 COG3971
Q7WXQ6	 COG3039
Q0K588	 COG2244
Q0KCN2	 COG0405
Q0K8F0	 ENOG5030W3C
Q0KAG3	 COG1048
Q0KD30	 COG3133
Q0K077	 ENOG50320RZ
Q0K2E6	 ENOG50341DN
Q0K803	 COG4681
Q0KC27	 COG4608
Q7WXL2	 COG2801
Q0KDD7	 COG4447
Q0KBL9	 COG0845
Q0KA92	 COG2020
Q0KBS5	 COG0703
Q0KBS5	 COG1396
Q0K744	 COG0386
Q0K011	 COG2423
Q0KAR9	 COG1917
Q0K279	 COG4977
Q0K7X3	 COG4575
Q0KE73	 COG0861
Q0K577	 COG1216
Q0KB61	 ENOG5034BUB
Q0K169	 COG1321
Q0KAY8	 COG0410
Q0JYZ6	 COG1116
Q0K1M1	 COG4678
Q0K850	 COG1611
Q0KB60	 COG2814
Q0KCG6	 COG0633
Q0K8V8	 COG1403
Q0JZU9	 COG2267
Q0KAP8	 COG2205
Q0KBK2	 COG0466
Q0K8B6	 COG4680
Q0JZF1	 COG3121
Q0KFB4	 COG4585
Q0KFB4	 COG5278
Q7WXF4	 COG2916
Q0K887	 COG0312
Q0K311	 COG2909
Q0JZK1	 COG0683
Q0KEV1	 ENOG50339CR
Q0K175	 COG1271
Q0K3J5	 COG0108
Q0K3J5	 COG0807
Q0KBR6	 ENOG5033XQ3
Q0KBG8	 COG0559
Q0KBQ8	 COG2205
Q0JY67	 COG3313
Q0JZ12	 COG0392
Q0KBX7	 COG2902
Q0KEG2	 COG1309
Q0KDR3	 COG4965
Q0JZ56	 COG0745
Q0KD33	 COG1174
Q0KBQ2	 COG0564
Q0K0U8	 COG3468
Q0K0B7	 COG4977
Q0K1F8	 COG1529
Q0KBS7	 COG3396
Q0KAI4	 COG1414
Q0K4K2	 COG1344
Q0KBC1	 COG1559
Q0K303	 COG5486
Q0K8P9	 COG4256
Q7WWU4	 COG0318
Q0KFG8	 COG1960
Q0KDM6	 COG3038
Q0K3J4	 COG0657
Q0KDI1	 COG0079
Q7WXT0	 COG4974
Q0KFI2	 COG0598
Q0K5R6	 ENOG5033QHT
Q0KAY9	 COG4691
Q0KBI6	 COG0697
Q7WXE4	 COG4688
Q0JY96	 COG1028
Q0K7E4	 COG0583
Q0JYX4	 COG2181
Q0JYI4	 COG0845
